,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,165.0,155.0,106.0,114.0,138.0,57.0,56.0,117.0,69.0,57.0,49.0,50.0,78
Expenses,152.0,147.0,120.0,133.0,137.0,42.0,36.0,53.0,26.0,17.0,19.0,25.0,31
Operating Profit,14.0,7.0,-13.0,-19.0,1.0,14.0,20.0,63.0,43.0,40.0,30.0,25.0,47
OPM %,8.0,5.0,-13.0,-17.0,0.0,25.0,36.0,54.0,62.0,70.0,61.0,50.0,60
Other Income,28.0,8.0,88.0,57.0,53.0,9.0,9.0,10.0,10.0,13.0,13.0,11.0,17
Interest,14.0,13.0,15.0,10.0,26.0,27.0,23.0,22.0,20.0,17.0,14.0,14.0,14
Depreciation,13.0,15.0,16.0,18.0,20.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,9
Profit before tax,15.0,-12.0,44.0,9.0,7.0,-12.0,-2.0,45.0,24.0,27.0,20.0,14.0,42
Tax %,-18.0,42.0,-29.0,-161.0,-67.0,12.0,-23.0,0.0,188.0,20.0,47.0,65.0,
Net Profit,17.0,-7.0,56.0,24.0,11.0,-10.0,-3.0,45.0,-21.0,22.0,11.0,5.0,26
EPS in Rs,16.52,-6.84,53.81,22.81,10.91,-10.76,-3.46,41.93,-15.42,19.17,8.7,3.64,24.64
