,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.5,4.6,3.93,3.73,4.72,4.7,4.64,5.4,4.87,7.46,5.97,7.78,6.79
Expenses,2.25,3.26,3.46,3.48,4.22,4.12,4.59,4.72,5.26,5.05,5.06,6.09,4.95
Operating Profit,1.25,1.34,0.47,0.25,0.5,0.58,0.05,0.68,-0.39,2.41,0.91,1.69,1.84
OPM %,35.71,29.13,11.96,6.7,10.59,12.34,1.08,12.59,-8.01,32.31,15.24,21.72,27.10
Other Income,0.08,0.2,0.38,0.62,0.17,0.41,0.76,-0.05,0.07,0.06,0.07,0.03,0.04
Interest,0.25,0.46,0.3,0.33,0.36,0.47,0.51,0.58,0.72,0.68,0.66,0.83,1.08
Depreciation,0.32,0.32,0.32,0.23,0.25,0.36,0.38,0.43,0.47,0.5,0.52,0.55,0.56
Profit before tax,0.76,0.76,0.23,0.31,0.06,0.16,-0.08,-0.38,-1.51,1.29,-0.2,0.34,0.24
Tax %,18.42,28.95,43.48,25.81,33.33,100.0,25.0,-18.42,-6.62,9.3,-30.0,35.29,
Net Profit,0.62,0.55,0.13,0.23,0.03,0.01,-0.05,-0.45,-1.61,1.18,-0.27,0.21,0.12
EPS in Rs,0.53,0.47,0.11,0.2,0.03,0.01,-0.04,-0.38,-1.37,1.0,-0.23,0.18,0.10
