,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0,0.0,0,0.0,96.0,56.0,120.0,51.0,86.0,146.0,140.0,124
Expenses,0.0,0,0.0,5,0.0,95.0,55.0,120.0,49.0,83.0,138.0,135.0,116
Operating Profit,-0.0,-0,-0.0,-5,-0.0,0.0,1.0,1.0,2.0,2.0,9.0,5.0,9
OPM %,-67.0,-11,-167.0,,-50.0,0.0,1.0,0.0,3.0,3.0,6.0,4.0,7
Other Income,-1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0
Interest,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Depreciation,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
Profit before tax,-2.0,0,-0.0,-5,0.0,0.0,1.0,1.0,1.0,2.0,8.0,7.0,7
Tax %,0.0,,0.0,0,20.0,0.0,0.0,7.0,18.0,16.0,19.0,23.0,
Net Profit,-2.0,1,-0.0,-5,0.0,0.0,1.0,1.0,1.0,2.0,6.0,5.0,5
EPS in Rs,-0.21,0.06,-0.01,-0.53,0.0,0.02,0.05,0.07,0.11,0.16,0.41,0.33,0.30
