,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,1,1,10,10,11,16,16,16
Reserves,-4,-3,-3,-9,-9,0,1,1,2,4,11,16,17
Borrowings,0,0,0,0,0,0,6,3,1,4,8,8,12
Other Liabilities,1,0,0,0,0,2,18,1,2,12,5,10,4
Total Liabilities,7,7,7,1,2,4,26,15,15,31,40,50,49
Fixed Assets,6,0,0,0,0,0,0,0,1,3,4,3,3
CWIP,0,0,0,0,0,0,0,0,0,0,0,2,7
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,1,7,7,1,2,4,26,15,14,28,36,45,39
Total Assets,7,7,7,1,2,4,26,15,15,31,40,50,49
