,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,50.77,71.5,65.34,73.39,91.56,94.47,113.94,96.18,126.21,64.42,65.9,68.17,77.49
Expenses,49.16,70.3,63.92,71.41,90.15,92.44,110.41,92.63,121.84,60.55,62.92,64.68,73.14
Operating Profit,1.61,1.2,1.42,1.98,1.41,2.03,3.53,3.55,4.37,3.87,2.98,3.49,4.35
OPM %,3.17,1.68,2.17,2.7,1.54,2.15,3.1,3.69,3.46,6.01,4.52,5.12,5.61
Other Income,0.87,0.75,0.3,0.83,0.81,0.88,0.25,0.17,0.04,0.04,1.08,1.09,0.61
Interest,0.26,0.36,0.57,1.31,1.48,1.99,2.22,2.1,2.72,2.68,3.11,3.44,3.42
Depreciation,1.02,0.77,0.39,0.3,0.41,0.49,0.54,0.56,0.64,0.72,0.77,0.94,0.89
Profit before tax,1.2,0.82,0.76,1.2,0.33,0.43,1.02,1.06,1.05,0.51,0.18,0.2,0.65
Tax %,8.33,64.63,122.37,35.83,36.36,-25.58,39.22,111.32,5.71,-9.8,33.33,75.0,
Net Profit,1.09,0.29,-0.17,0.77,0.2,0.54,0.62,-0.12,0.99,0.56,0.12,0.05,0.35
EPS in Rs,0.96,0.26,-0.15,0.68,0.18,0.48,0.55,-0.11,0.87,0.49,0.11,0.04,0.31
