,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,6.0,2.0,39.0,1.0,-29
Expenses,0.0,0.0,-7.0,-7.0,1.0,1.0,4.0,1.0,6.0,2.0,39.0,0.0,28
Operating Profit,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57
OPM %,,,,5683.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,12.0,199
Other Income,0.0,0.0,-7.0,-7.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57
Tax %,,,,0.0,0.0,0.0,40.0,29.0,20.0,20.0,25.0,33.0,
Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57
EPS in Rs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,-6.33
