,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,11,11,11,14,14,14
Reserves,60,71,70,58,62,180,134,295,262,212,336,338,303
Borrowings,69,88,110,130,137,171,179,154,121,131,168,140,128
Other Liabilities,171,204,198,191,188,180,177,135,142,152,128,131,125
Total Liabilities,303,367,381,382,391,535,494,594,536,506,647,624,571
Fixed Assets,38,37,37,76,75,222,250,246,295,283,276,272,274
CWIP,1,8,18,1,6,14,1,24,0,0,0,2,6
Investments,0,0,0,0,0,3,0,0,0,0,0,0,0
Other Assets,264,321,327,305,311,296,244,325,241,222,371,350,292
Total Assets,303,367,381,382,391,535,494,594,536,506,647,624,571
