,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0,0,0.0,0.0,0.0,42.0,159.0,202.0,200.0,130.0,260.0,273.0,239
Expenses,0,0,0.0,0.0,0.0,40.0,139.0,173.0,171.0,113.0,229.0,231.0,200
Operating Profit,0,0,0.0,0.0,0.0,2.0,20.0,29.0,29.0,17.0,31.0,41.0,39
OPM %,0,0,13.0,22.0,13.0,6.0,12.0,15.0,15.0,13.0,12.0,15.0,16
Other Income,0,0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4
Interest,0,0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,6.0,8.0,11.0,15
Depreciation,0,0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,8.0,11.0,11
Profit before tax,0,0,0.0,0.0,0.0,2.0,16.0,23.0,19.0,4.0,17.0,20.0,18
Tax %,,,0.0,50.0,14.0,27.0,27.0,31.0,25.0,34.0,20.0,24.0,
Net Profit,0,0,0.0,0.0,0.0,2.0,12.0,16.0,15.0,3.0,14.0,15.0,14
EPS in Rs,0.00,0.00,0.02,0.02,0.19,0.5,3.16,3.87,3.45,0.66,3.3,2.89,2.86
