,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,112.0,174.0,207.0,267.0,233.0,299.0,368.0,431.0,523.0,555.0,677.0,628.0,498
Expenses,97.0,146.0,171.0,213.0,201.0,236.0,299.0,354.0,437.0,443.0,522.0,551.0,481
Operating Profit,16.0,28.0,35.0,54.0,32.0,63.0,69.0,76.0,85.0,112.0,154.0,77.0,17
OPM %,14.0,16.0,17.0,20.0,14.0,21.0,19.0,18.0,16.0,20.0,23.0,12.0,3
Other Income,1.0,0.0,-0.0,-16.0,4.0,-8.0,12.0,11.0,12.0,8.0,10.0,13.0,9
Interest,6.0,7.0,9.0,13.0,13.0,12.0,11.0,12.0,13.0,5.0,9.0,21.0,25
Depreciation,9.0,12.0,15.0,13.0,10.0,14.0,15.0,19.0,23.0,26.0,34.0,34.0,35
Profit before tax,2.0,9.0,11.0,13.0,12.0,29.0,56.0,56.0,61.0,89.0,121.0,35.0,-34
Tax %,29.0,32.0,22.0,-17.0,59.0,33.0,37.0,36.0,23.0,27.0,26.0,27.0,
Net Profit,1.0,6.0,9.0,15.0,5.0,19.0,35.0,36.0,48.0,65.0,90.0,26.0,-26
EPS in Rs,0.81,3.3,4.68,7.6,2.55,9.8,17.87,18.28,24.28,33.21,45.85,13.04,-13.14
