,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,197.85,11.37,9.52,6.02,3.22,11.09,11.14,2.64,0.52,0.31,2.36,0.91,0.54
Expenses,197.39,11.43,9.48,6.27,3.88,17.47,23.03,2.81,2.93,1.14,2.8,6.74,6.31
Operating Profit,0.46,-0.06,0.04,-0.25,-0.66,-6.38,-11.89,-0.17,-2.41,-0.83,-0.44,-5.83,-5.77
OPM %,0.23,-0.53,0.42,-4.15,-20.5,-57.53,-106.73,-6.44,-463.46,-267.74,-18.64,-640.66,-1068.52
Other Income,0.49,0.54,0.43,1.02,1.46,0.0,0.27,1.08,0.52,-0.87,0.51,5.75,5.24
Interest,0.14,0.07,0.11,0.56,1.0,0.66,0.63,0.63,0.48,0.16,0.14,0.09,0.08
Depreciation,0.05,0.08,0.13,0.14,0.15,0.15,0.15,0.15,0.14,0.1,0.03,0.03,0.04
Profit before tax,0.76,0.33,0.23,0.07,-0.35,-7.19,-12.4,0.13,-2.51,-1.96,-0.1,-0.2,-0.65
Tax %,31.58,30.3,26.09,-28.57,2.86,0.28,0.08,138.46,-1.59,-2.04,-10.0,-5.0,
Net Profit,0.52,0.23,0.17,0.09,-0.33,-7.17,-12.4,-0.06,-2.55,-1.99,-0.11,-0.2,-0.63
EPS in Rs,0.03,0.01,0.01,0.0,-0.02,-0.39,-0.67,-0.0,-0.14,-0.11,-0.01,-0.01,-0.03
