,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,119,119,119,119,119,119,119,119,119,119,119,119,119
Reserves,417,465,517,541,286,305,359,377,427,489,565,685,784
Borrowings,1324,1229,1522,1108,1385,1203,1367,1713,1506,884,1363,1377,979
Other Liabilities,436,473,475,670,664,610,664,710,751,506,675,479,737
Total Liabilities,2296,2286,2633,2438,2453,2237,2508,2918,2803,1997,2721,2659,2618
Fixed Assets,365,474,497,620,643,625,611,613,608,599,573,1077,1050
CWIP,127,12,129,9,13,13,33,35,46,78,317,14,56
Investments,0,200,200,200,0,0,0,0,0,0,0,0,0
Other Assets,1804,1601,1807,1609,1797,1599,1864,2270,2149,1320,1831,1568,1512
Total Assets,2296,2286,2633,2438,2453,2237,2508,2918,2803,1997,2721,2659,2618
