,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3707.0,2780.0,3310.0,2577.0,2969.0,2479.0,2689.0,3074.0,2711.0,2144.0,2896.0,3642.0,4705
Expenses,3511.0,2605.0,3090.0,2413.0,2857.0,2306.0,2531.0,2882.0,2504.0,1936.0,2680.0,3327.0,4179
Operating Profit,196.0,175.0,221.0,163.0,112.0,174.0,158.0,191.0,207.0,208.0,216.0,315.0,526
OPM %,5.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,8.0,10.0,7.0,9.0,11
Other Income,13.0,10.0,4.0,10.0,-213.0,8.0,39.0,9.0,20.0,24.0,19.0,25.0,36
Interest,77.0,87.0,102.0,126.0,115.0,116.0,84.0,111.0,111.0,77.0,49.0,104.0,122
Depreciation,29.0,29.0,29.0,29.0,32.0,35.0,37.0,39.0,45.0,50.0,51.0,60.0,69
Profit before tax,102.0,69.0,94.0,18.0,-248.0,30.0,75.0,50.0,70.0,106.0,135.0,176.0,371
Tax %,33.0,4.0,24.0,-105.0,3.0,36.0,19.0,34.0,8.0,36.0,35.0,24.0,
Net Profit,69.0,67.0,71.0,38.0,-240.0,19.0,61.0,33.0,65.0,67.0,88.0,135.0,261
EPS in Rs,5.83,5.62,5.98,3.17,-20.26,1.64,5.11,2.77,5.45,5.66,7.41,11.36,22.03
