,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0,48.0,63.0,53.0,144.0,156.0,58.0,37.0,44.0,18.0,49.0,176.0,15
Expenses,4,13.0,31.0,65.0,140.0,111.0,67.0,81.0,64.0,31.0,42.0,46.0,34
Operating Profit,-4,35.0,32.0,-11.0,3.0,45.0,-9.0,-44.0,-21.0,-14.0,7.0,129.0,-19
OPM %,,73.0,51.0,-21.0,2.0,29.0,-15.0,-120.0,-47.0,-76.0,15.0,74.0,-123
Other Income,5,10.0,-4.0,3.0,53.0,2.0,0.0,-11.0,2.0,-4.0,-33.0,144.0,-118
Interest,0,0.0,20.0,22.0,51.0,47.0,51.0,59.0,69.0,61.0,68.0,10.0,2
Depreciation,0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1
Profit before tax,1,45.0,8.0,-31.0,5.0,-2.0,-60.0,-116.0,-91.0,-81.0,-95.0,263.0,-139
Tax %,19,20.0,66.0,-9.0,93.0,620.0,-3.0,-0.0,-3.0,0.0,0.0,9.0,
Net Profit,1,36.0,3.0,-33.0,0.0,8.0,-62.0,-116.0,-93.0,-81.0,-95.0,238.0,-145
EPS in Rs,0.02,1.46,0.11,-1.04,0.01,0.34,-2.53,-4.75,-2.48,-2.3,-2.43,5.87,-5.91
