,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,535.0,605.0,719.0,824.0,987.0,1015.0,1240.0,1449.0,1379.0,1221.0,1572.0,1848.0,1862
Expenses,467.0,535.0,631.0,721.0,859.0,897.0,1099.0,1292.0,1223.0,1087.0,1378.0,1599.0,1613
Operating Profit,68.0,70.0,88.0,103.0,127.0,118.0,141.0,157.0,157.0,134.0,194.0,249.0,249
OPM %,13.0,12.0,12.0,12.0,13.0,12.0,11.0,11.0,11.0,11.0,12.0,13.0,13
Other Income,0.0,0.0,1.0,1.0,1.0,-9.0,8.0,1.0,1.0,0.0,3.0,11.0,16
Interest,21.0,13.0,14.0,12.0,16.0,23.0,23.0,22.0,18.0,12.0,9.0,7.0,6
Depreciation,17.0,18.0,22.0,31.0,33.0,39.0,44.0,49.0,53.0,57.0,59.0,63.0,60
Profit before tax,30.0,39.0,53.0,61.0,79.0,46.0,82.0,87.0,87.0,65.0,129.0,189.0,199
Tax %,30.0,30.0,29.0,30.0,28.0,28.0,36.0,35.0,9.0,28.0,26.0,26.0,
Net Profit,21.0,28.0,37.0,42.0,57.0,33.0,53.0,56.0,75.0,47.0,94.0,140.0,149
EPS in Rs,17.67,23.17,31.16,35.51,47.93,25.11,39.94,42.29,56.66,35.48,71.55,106.26,113.18
