,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,316.0,352.0,499.0,649.0,658.0,713.0,698.0,723.0,662.0,624.0,956.0,876.0,834
Expenses,290.0,291.0,410.0,550.0,554.0,601.0,620.0,638.0,597.0,567.0,818.0,783.0,756
Operating Profit,26.0,61.0,89.0,99.0,104.0,112.0,78.0,85.0,65.0,57.0,138.0,93.0,78
OPM %,8.0,17.0,18.0,15.0,16.0,16.0,11.0,12.0,10.0,9.0,14.0,11.0,9
Other Income,5.0,4.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,-3.0,-4.0,2.0,2
Interest,31.0,36.0,45.0,63.0,63.0,54.0,48.0,48.0,49.0,33.0,43.0,39.0,37
Depreciation,12.0,12.0,16.0,18.0,20.0,27.0,25.0,24.0,22.0,22.0,21.0,22.0,22
Profit before tax,-11.0,17.0,35.0,21.0,23.0,32.0,7.0,14.0,-4.0,-1.0,70.0,35.0,21
Tax %,15.0,13.0,47.0,39.0,9.0,32.0,28.0,15.0,34.0,-38.0,35.0,29.0,
Net Profit,-9.0,15.0,18.0,13.0,20.0,22.0,5.0,12.0,-3.0,-1.0,45.0,25.0,17
EPS in Rs,-4.65,7.62,9.23,6.52,10.34,11.02,2.5,6.12,-1.47,-0.61,22.95,12.37,8.36
