,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2820.0,2924.0,2934.0,3182.0,3798.0,4385.0,4639.0,5235.0,5360.0,4264.0,6064.0,7977.0,8534
Expenses,2842.0,2834.0,2784.0,3014.0,3631.0,4162.0,4372.0,4887.0,5077.0,4024.0,5717.0,7478.0,7983
Operating Profit,-22.0,90.0,150.0,168.0,167.0,223.0,266.0,348.0,283.0,240.0,347.0,500.0,551
OPM %,-1.0,3.0,5.0,5.0,4.0,5.0,6.0,7.0,5.0,6.0,6.0,6.0,6
Other Income,22.0,36.0,18.0,-34.0,66.0,34.0,22.0,26.0,40.0,65.0,36.0,195.0,206
Interest,72.0,53.0,54.0,49.0,43.0,38.0,29.0,48.0,29.0,65.0,46.0,55.0,68
Depreciation,32.0,33.0,38.0,43.0,57.0,61.0,64.0,75.0,88.0,92.0,86.0,85.0,84
Profit before tax,-103.0,41.0,76.0,43.0,132.0,159.0,196.0,251.0,206.0,148.0,251.0,555.0,606
Tax %,-1.0,6.0,3.0,-18.0,21.0,23.0,25.0,17.0,32.0,32.0,33.0,28.0,
Net Profit,-105.0,39.0,78.0,54.0,106.0,123.0,144.0,190.0,144.0,101.0,168.0,401.0,438
EPS in Rs,-5.84,2.17,4.31,3.01,5.82,6.44,7.5,9.87,7.44,5.21,8.71,20.79,22.50
