,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,53.0,74.0,89.0,110.0,122.0,147.0,179.0,190.0,196.0,239.0,369.0,328.0,312
Expenses,47.0,66.0,80.0,101.0,108.0,129.0,150.0,156.0,157.0,183.0,298.0,283.0,267
Operating Profit,7.0,8.0,9.0,9.0,14.0,18.0,29.0,34.0,40.0,55.0,71.0,44.0,46
OPM %,13.0,11.0,10.0,8.0,12.0,12.0,16.0,18.0,20.0,23.0,19.0,14.0,15
Other Income,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,8.0,8.0,9.0,4
Interest,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4
Depreciation,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,8.0,8
Profit before tax,2.0,4.0,4.0,5.0,7.0,11.0,24.0,30.0,36.0,54.0,67.0,41.0,38
Tax %,34.0,12.0,25.0,28.0,32.0,49.0,30.0,27.0,25.0,24.0,24.0,27.0,
Net Profit,2.0,3.0,3.0,3.0,5.0,6.0,16.0,22.0,27.0,41.0,51.0,30.0,26
EPS in Rs,1.88,3.59,3.57,3.8,5.7,6.49,18.81,24.97,31.21,46.71,58.42,34.32,29.79
