,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,272.96,279.83,315.52,266.46,242.51,128.61,109.52,98.54,82.82,50.7,90.54,62.25,70.96
Expenses,264.5,269.41,299.94,261.81,240.26,133.21,113.84,99.01,87.11,52.59,90.16,62.39,70.20
Operating Profit,8.46,10.42,15.58,4.65,2.25,-4.6,-4.32,-0.47,-4.29,-1.89,0.38,-0.14,0.76
OPM %,3.1,3.72,4.94,1.75,0.93,-3.58,-3.94,-0.48,-5.18,-3.73,0.42,-0.22,1.07
Other Income,2.93,2.51,1.2,6.4,4.55,3.58,5.31,-6.02,5.61,3.21,3.48,4.51,4.65
Interest,5.85,5.27,7.49,6.69,3.28,0.31,1.36,1.65,1.36,1.28,1.22,1.07,0.92
Depreciation,6.31,6.5,6.46,4.56,3.49,1.42,1.41,1.63,1.69,1.64,1.28,1.3,1.14
Profit before tax,-0.77,1.16,2.83,-0.2,0.03,-2.75,-1.78,-9.77,-1.73,-1.6,1.36,2.0,3.35
Tax %,55.84,27.59,40.99,140.0,-400.0,24.36,-5.06,19.34,17.34,19.38,25.74,21.0,
Net Profit,-0.34,0.84,1.67,0.08,0.16,-2.08,-1.88,-7.87,-1.43,-1.3,1.01,1.58,2.56
EPS in Rs,-0.63,1.56,3.09,0.15,0.3,-3.85,-3.48,-14.58,-2.65,-2.41,1.87,2.93,4.74
