,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1179.0,1340.0,1706.0,2232.0,2527.0,3386.0,4471.0,5908.0,6222.0,6374.0,8313.0,11236.0,12518
Expenses,1141.0,1254.0,1628.0,2078.0,2290.0,3012.0,3935.0,5182.0,5549.0,5649.0,7428.0,9995.0,11129
Operating Profit,38.0,86.0,78.0,154.0,238.0,374.0,535.0,726.0,673.0,725.0,885.0,1242.0,1389
OPM %,3.0,6.0,5.0,7.0,9.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11
Other Income,46.0,19.0,18.0,33.0,19.0,14.0,70.0,26.0,5.0,49.0,128.0,149.0,173
Interest,20.0,19.0,24.0,25.0,26.0,40.0,35.0,63.0,94.0,74.0,62.0,70.0,86
Depreciation,40.0,46.0,59.0,83.0,93.0,136.0,165.0,234.0,340.0,375.0,392.0,430.0,468
Profit before tax,25.0,39.0,13.0,79.0,139.0,212.0,405.0,455.0,244.0,325.0,559.0,891.0,1009
Tax %,1.0,28.0,59.0,25.0,20.0,22.0,24.0,29.0,28.0,31.0,26.0,21.0,
Net Profit,28.0,28.0,6.0,68.0,123.0,185.0,331.0,339.0,188.0,248.0,413.0,700.0,786
EPS in Rs,0.58,0.57,0.15,1.38,2.25,3.34,5.73,5.25,2.85,3.8,6.23,11.41,12.96
