,2018-06-01,2018-09-01,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,155.0,200.0,223.0,183.0,173.0,232.0,266.0,170.0,169.0,246.0,309.0,354.0,402.0
Expenses,134.0,168.0,192.0,164.0,156.0,202.0,227.0,122.0,127.0,227.0,275.0,328.0,369.0
Operating Profit,21.0,33.0,31.0,19.0,17.0,30.0,38.0,48.0,42.0,19.0,34.0,26.0,32.0
OPM %,14.0,16.0,14.0,10.0,10.0,13.0,14.0,28.0,25.0,8.0,11.0,7.0,8.0
Other Income,9.0,9.0,12.0,10.0,7.0,3.0,5.0,3.0,2.0,10.0,5.0,8.0,37.0
Interest,1.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,0.0,2.0,5.0,9.0,10.0
Depreciation,11.0,11.0,12.0,11.0,12.0,15.0,17.0,11.0,11.0,13.0,20.0,32.0,31.0
Profit before tax,18.0,28.0,29.0,16.0,10.0,17.0,23.0,40.0,33.0,14.0,14.0,-7.0,29.0
Tax %,34.0,25.0,41.0,40.0,20.0,21.0,25.0,25.0,26.0,57.0,27.0,-71.0,-4.0
Net Profit,12.0,21.0,17.0,10.0,8.0,13.0,17.0,30.0,24.0,6.0,10.0,-12.0,30.0
EPS in Rs,1.14,1.95,1.82,0.99,1.02,1.72,2.07,2.31,1.85,0.4,0.77,-0.64,1.92
