,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,717.0,916.0,1128.0,1422.0,1698.0,2076.0,2413.0,3041.0,3537.0,3458.0,3513.0,4200.0,4794
Interest,489.0,632.0,760.0,914.0,1079.0,1279.0,1418.0,1892.0,2272.0,2172.0,2155.0,2483.0,2916
Expenses,261.0,286.0,338.0,443.0,550.0,700.0,866.0,949.0,1113.0,1223.0,1356.0,1422.0,1624
Financing Profit,-33.0,-1.0,31.0,66.0,70.0,97.0,129.0,201.0,152.0,64.0,1.0,295.0,255
Financing Margin %,-5.0,-0.0,3.0,5.0,4.0,5.0,5.0,7.0,4.0,2.0,0.0,7.0,5
Other Income,100.0,117.0,139.0,166.0,220.0,249.0,310.0,350.0,391.0,446.0,452.0,409.0,432
Depreciation,12.0,14.0,18.0,23.0,29.0,39.0,53.0,44.0,51.0,57.0,64.0,77.0,0
Profit before tax,55.0,102.0,151.0,208.0,261.0,307.0,386.0,507.0,492.0,453.0,390.0,628.0,687
Tax %,0.0,0.0,0.0,8.0,26.0,35.0,36.0,36.0,31.0,26.0,26.0,26.0,
Net Profit,55.0,102.0,151.0,191.0,195.0,200.0,245.0,325.0,338.0,336.0,288.0,466.0,510
EPS in Rs,2.29,4.08,6.05,6.78,6.84,7.0,7.96,10.51,10.89,10.81,9.25,14.95,16.36
