,Mar 2010,Mar 2011,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,106.0,114.0,179.0,187.0,198.0,229.0,211.0,225.0,171.0,251.0,281.0,304.0,322
Expenses,103.0,104.0,161.0,170.0,183.0,214.0,194.0,207.0,166.0,226.0,257.0,279.0,294
Operating Profit,3.0,10.0,18.0,17.0,15.0,15.0,17.0,18.0,5.0,25.0,24.0,25.0,28
OPM %,3.0,9.0,10.0,9.0,7.0,6.0,8.0,8.0,3.0,10.0,9.0,8.0,9
Other Income,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1
Interest,6.0,7.0,7.0,7.0,6.0,8.0,9.0,13.0,13.0,12.0,11.0,12.0,14
Depreciation,3.0,3.0,5.0,7.0,7.0,6.0,7.0,6.0,8.0,10.0,9.0,9.0,9
Profit before tax,-1.0,1.0,7.0,5.0,3.0,3.0,3.0,-0.0,-14.0,4.0,9.0,5.0,5
Tax %,-57.0,60.0,23.0,25.0,90.0,114.0,87.0,1175.0,5.0,-15.0,38.0,45.0,
Net Profit,-1.0,0.0,5.0,4.0,1.0,-0.0,0.0,2.0,-13.0,5.0,6.0,3.0,3
EPS in Rs,-1.36,0.39,4.56,2.82,1.1,1.24,1.96,2.67,-8.62,3.2,3.78,1.64,2.04
