,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,18756.0,23471.0,24034.0,17776.0,20551.0,23253.0,26749.0,26512.0,29942.0,29058.0,32060.0,32338.0,37073.0
Expenses,16819.0,21244.0,22040.0,16958.0,19694.0,21691.0,24320.0,24597.0,27172.0,26220.0,28708.0,29353.0,32282.0
Operating Profit,1936.0,2228.0,1995.0,819.0,857.0,1562.0,2429.0,1915.0,2771.0,2837.0,3352.0,2985.0,4790.0
OPM %,10.0,9.0,8.0,5.0,4.0,7.0,9.0,7.0,9.0,10.0,10.0,9.0,13.0
Other Income,650.0,1054.0,163.0,544.0,532.0,355.0,514.0,112.0,662.0,897.0,791.0,1041.0,887.0
Interest,23.0,29.0,33.0,22.0,23.0,25.0,56.0,28.0,31.0,30.0,99.0,46.0,35.0
Depreciation,766.0,742.0,742.0,744.0,757.0,641.0,648.0,652.0,723.0,711.0,740.0,748.0,794.0
Profit before tax,1797.0,2510.0,1384.0,596.0,610.0,1252.0,2239.0,1347.0,2679.0,2994.0,3304.0,3231.0,4848.0
Tax %,21.0,20.0,10.0,20.0,20.0,17.0,16.0,23.0,21.0,20.0,19.0,22.0,22.0
Net Profit,1420.0,1997.0,1241.0,475.0,487.0,1042.0,1876.0,1036.0,2112.0,2392.0,2671.0,2525.0,3764.0
EPS in Rs,46.99,66.1,41.09,15.72,16.12,34.49,62.1,34.3,69.93,79.17,88.41,83.59,124.61
