,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,302.0,332.0,370.0,380.0,480.0,387.0,446.0,588.0,534.0,589.0,545.0,732.0,874
Expenses,279.0,309.0,345.0,360.0,442.0,357.0,416.0,558.0,489.0,522.0,505.0,740.0,820
Operating Profit,23.0,24.0,25.0,20.0,38.0,30.0,30.0,29.0,45.0,67.0,39.0,-8.0,54
OPM %,8.0,7.0,7.0,5.0,8.0,8.0,7.0,5.0,8.0,11.0,7.0,-1.0,6
Other Income,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,8.0,3.0,1
Interest,12.0,14.0,14.0,13.0,17.0,13.0,13.0,15.0,17.0,11.0,14.0,17.0,18
Depreciation,4.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,7.0,7.0,8.0,9.0,11
Profit before tax,8.0,6.0,7.0,4.0,18.0,12.0,14.0,10.0,21.0,49.0,25.0,-30.0,26
Tax %,32.0,42.0,40.0,41.0,41.0,35.0,34.0,40.0,11.0,26.0,20.0,24.0,
Net Profit,6.0,4.0,4.0,2.0,11.0,8.0,9.0,6.0,18.0,36.0,20.0,-23.0,31
EPS in Rs,1.16,0.75,0.88,0.42,2.17,1.64,1.85,1.21,3.73,7.27,4.02,-4.64,6.23
