,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,194.0,170.0,201.0,228.0,240.0,230.0,261.0,283.0,231.0,222.0,235.0,234.0,229
Expenses,162.0,139.0,171.0,194.0,205.0,189.0,220.0,240.0,193.0,186.0,202.0,200.0,201
Operating Profit,32.0,30.0,30.0,34.0,35.0,40.0,42.0,43.0,38.0,36.0,33.0,35.0,28
OPM %,16.0,18.0,15.0,15.0,15.0,18.0,16.0,15.0,17.0,16.0,14.0,15.0,12
Other Income,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2
Interest,5.0,8.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4
Depreciation,11.0,10.0,10.0,12.0,12.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,14
Profit before tax,18.0,13.0,16.0,18.0,22.0,27.0,29.0,32.0,26.0,23.0,19.0,19.0,12
Tax %,34.0,32.0,31.0,31.0,30.0,27.0,31.0,34.0,24.0,26.0,28.0,23.0,
Net Profit,12.0,9.0,11.0,12.0,16.0,19.0,20.0,21.0,20.0,17.0,14.0,15.0,9
EPS in Rs,12.0,8.83,10.95,12.55,15.99,19.82,20.52,21.42,19.96,17.64,14.13,14.95,8.83
