,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,74.0,472.0,467.0,448.0,387.0,381.0,509.0,695.0,668.0,732.0,1000.0,1091.0,1063
Expenses,76.0,475.0,434.0,396.0,379.0,364.0,451.0,652.0,627.0,663.0,914.0,1042.0,1020
Operating Profit,-2.0,-3.0,32.0,51.0,8.0,16.0,58.0,43.0,40.0,69.0,86.0,49.0,43
OPM %,-3.0,-1.0,7.0,11.0,2.0,4.0,11.0,6.0,6.0,9.0,9.0,4.0,4
Other Income,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,6
Interest,2.0,35.0,34.0,36.0,31.0,13.0,36.0,15.0,15.0,11.0,10.0,20.0,18
Depreciation,0.0,16.0,17.0,12.0,12.0,20.0,17.0,13.0,13.0,14.0,13.0,13.0,14
Profit before tax,-4.0,-52.0,-18.0,5.0,-33.0,-15.0,5.0,17.0,13.0,48.0,66.0,22.0,16
Tax %,0.0,-4.0,-5.0,50.0,94.0,21.0,136.0,61.0,98.0,36.0,23.0,30.0,
Net Profit,-4.0,-54.0,-19.0,3.0,-2.0,-12.0,-2.0,7.0,0.0,31.0,51.0,15.0,11
EPS in Rs,-2.16,-30.54,-5.08,0.71,-0.37,-2.29,-0.38,1.27,0.06,5.87,9.7,2.93,2.19
