,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,683.0,695.0,748.0,706.0,669.0,695.0,588.0,636.0,527.0,472.0,720.0,594.0,488
Expenses,586.0,583.0,629.0,616.0,581.0,616.0,525.0,565.0,481.0,423.0,665.0,551.0,447
Operating Profit,97.0,113.0,119.0,90.0,88.0,79.0,63.0,71.0,45.0,48.0,55.0,44.0,41
OPM %,14.0,16.0,16.0,13.0,13.0,11.0,11.0,11.0,9.0,10.0,8.0,7.0,8
Other Income,121.0,65.0,51.0,23.0,18.0,21.0,26.0,-123.0,35.0,112.0,27.0,-26.0,-26
Interest,3.0,3.0,3.0,2.0,83.0,78.0,52.0,34.0,25.0,16.0,4.0,0.0,0
Depreciation,18.0,18.0,18.0,23.0,18.0,17.0,18.0,18.0,15.0,14.0,13.0,13.0,13
Profit before tax,197.0,157.0,149.0,87.0,5.0,5.0,18.0,-104.0,40.0,130.0,66.0,5.0,2
Tax %,30.0,32.0,33.0,34.0,366.0,465.0,106.0,-4.0,17.0,29.0,20.0,383.0,
Net Profit,137.0,107.0,100.0,52.0,-14.0,-18.0,-1.0,-108.0,34.0,93.0,53.0,-14.0,-14
EPS in Rs,7.7,5.98,5.58,2.94,-0.79,-1.02,-0.11,-6.06,1.88,5.19,2.95,-0.76,-0.76
