,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0,-0,4.0,10.0,16.0,18.0,20.0,19.0,31.0,97.0,146.0,123
Expenses,0.0,0,0,4.0,9.0,14.0,15.0,19.0,17.0,27.0,87.0,128.0,116
Operating Profit,0.0,0,-0,0.0,1.0,2.0,2.0,2.0,2.0,4.0,11.0,19.0,6
OPM %,,67,,7.0,8.0,10.0,14.0,8.0,9.0,14.0,11.0,13.0,5
Other Income,0.0,-0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,5
Interest,0.0,-0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Depreciation,0.0,-0,-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
Profit before tax,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,9.0,17.0,11
Tax %,,-0,25,33.0,150.0,30.0,31.0,252.0,-187.0,24.0,25.0,26.0,
Net Profit,0.0,0,0,0.0,-0.0,1.0,1.0,-0.0,1.0,2.0,7.0,13.0,8
EPS in Rs,,,,0.17,-0.07,1.82,0.58,-0.19,0.37,0.91,1.01,1.18,0.71
