,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,260.0,354.0,459.0,685.0,1016.0,998.0,1343.0,2095.0,1883.0,1502.0,1324.0,2900.0,3726
Expenses,263.0,331.0,407.0,582.0,844.0,869.0,1165.0,1756.0,1623.0,1293.0,1164.0,2619.0,3409
Operating Profit,-3.0,23.0,52.0,102.0,172.0,128.0,177.0,339.0,260.0,209.0,160.0,281.0,317
OPM %,-1.0,6.0,11.0,15.0,17.0,13.0,13.0,16.0,14.0,14.0,12.0,10.0,8
Other Income,23.0,22.0,16.0,27.0,26.0,125.0,81.0,124.0,222.0,243.0,177.0,57.0,101
Interest,12.0,18.0,20.0,35.0,54.0,41.0,47.0,76.0,97.0,78.0,57.0,73.0,83
Depreciation,5.0,5.0,6.0,11.0,14.0,13.0,13.0,20.0,21.0,23.0,22.0,18.0,20
Profit before tax,3.0,22.0,41.0,84.0,130.0,200.0,198.0,367.0,364.0,350.0,258.0,247.0,314
Tax %,38.0,6.0,16.0,11.0,31.0,15.0,23.0,25.0,35.0,23.0,25.0,25.0,
Net Profit,2.0,21.0,35.0,75.0,95.0,170.0,153.0,276.0,237.0,270.0,193.0,185.0,235
EPS in Rs,1.6,17.87,29.38,62.92,80.08,143.48,129.45,232.56,200.32,227.9,163.09,156.37,198.45
