,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,123.0,159.0,224.0,231.0,244.0,260.0,286.0,358.0,359.0,386.0,480.0,666.0,728
Expenses,110.0,142.0,201.0,205.0,208.0,227.0,246.0,299.0,298.0,321.0,401.0,557.0,597
Operating Profit,13.0,17.0,23.0,26.0,36.0,33.0,40.0,59.0,61.0,64.0,79.0,108.0,130
OPM %,11.0,11.0,10.0,11.0,15.0,13.0,14.0,17.0,17.0,17.0,16.0,16.0,18
Other Income,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,11.0,9.0,6
Interest,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2
Depreciation,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,7.0,7.0,10.0,11
Profit before tax,9.0,12.0,19.0,23.0,33.0,29.0,34.0,52.0,53.0,58.0,80.0,105.0,123
Tax %,22.0,12.0,21.0,23.0,34.0,30.0,28.0,27.0,26.0,22.0,21.0,22.0,
Net Profit,7.0,11.0,15.0,17.0,22.0,20.0,24.0,38.0,39.0,45.0,63.0,82.0,95
EPS in Rs,0.69,1.07,1.46,1.61,1.78,1.63,2.08,3.48,3.67,4.33,6.0,7.76,9.00
