,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,295,296,296,296,296,296,296,296,296,296,296,296,296
Reserves,2206,2338,2613,2786,3255,3559,3423,3666,3891,4124,4427,4723,4802
Borrowings,760,1587,3895,5110,7724,9999,12353,13320,11408,11479,9771,6546,6279
Other Liabilities,1852,1750,1871,2477,3507,4245,3181,3996,5514,4769,5387,5065,5789
Total Liabilities,5112,5971,8675,10670,14782,18098,19253,21278,21109,20668,19882,16630,17166
Fixed Assets,60,55,54,49,387,2155,2061,1967,1884,1787,1693,1617,1569
CWIP,0,1,1,0,0,0,0,0,0,0,0,0,0
Investments,762,982,866,1293,1102,974,400,291,564,972,768,326,525
Other Assets,4290,4934,7754,9328,13293,14970,16792,19020,18662,17909,17421,14686,15072
Total Assets,5112,5971,8675,10670,14782,18098,19253,21278,21109,20668,19882,16630,17166
