,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,501.0,388.0,627.0,547.0,544.0,476.0,523.0,731.0,744.0,526.0,618.0,902.0,729
Expenses,492.0,371.0,586.0,544.0,496.0,429.0,486.0,701.0,677.0,467.0,641.0,838.0,708
Operating Profit,9.0,17.0,41.0,2.0,48.0,47.0,36.0,30.0,67.0,59.0,-23.0,65.0,22
OPM %,2.0,4.0,7.0,0.0,9.0,10.0,7.0,4.0,9.0,11.0,-4.0,7.0,3
Other Income,13.0,13.0,4.0,7.0,-0.0,4.0,8.0,28.0,4.0,8.0,6.0,7.0,8
Interest,13.0,19.0,24.0,16.0,18.0,16.0,20.0,28.0,38.0,35.0,34.0,37.0,32
Depreciation,10.0,6.0,10.0,8.0,10.0,13.0,16.0,18.0,22.0,25.0,25.0,16.0,12
Profit before tax,0.0,4.0,11.0,-15.0,21.0,23.0,9.0,12.0,11.0,6.0,-76.0,19.0,-14
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,
Net Profit,0.0,4.0,11.0,-15.0,21.0,23.0,9.0,12.0,11.0,6.0,-76.0,19.0,-14
EPS in Rs,0.02,0.31,0.84,-1.11,1.52,1.73,0.65,0.86,0.79,0.46,-5.62,1.42,-1.05
