,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,98.0,115.0,126.0,115.0,109.0,96.0,99.0,112.0,93.0,86.0,150.0,151.0,138
Expenses,101.0,101.0,119.0,112.0,111.0,98.0,102.0,116.0,101.0,83.0,142.0,166.0,155
Operating Profit,-3.0,14.0,6.0,3.0,-2.0,-2.0,-4.0,-4.0,-8.0,3.0,8.0,-15.0,-17
OPM %,-3.0,12.0,5.0,2.0,-2.0,-2.0,-4.0,-4.0,-9.0,3.0,6.0,-10.0,-12
Other Income,1.0,0.0,1.0,-2.0,1.0,-1.0,3.0,0.0,0.0,0.0,0.0,1.0,1
Interest,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4
Depreciation,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2
Profit before tax,-9.0,9.0,4.0,-2.0,-4.0,-5.0,-4.0,-7.0,-11.0,-1.0,4.0,-20.0,-22
Tax %,19.0,18.0,47.0,5.0,-3.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,
Net Profit,-8.0,7.0,2.0,-2.0,-4.0,-5.0,-4.0,-7.0,-11.0,-1.0,4.0,-20.0,-22
EPS in Rs,-23.1,22.05,5.85,-6.66,-11.97,-15.09,-10.68,-21.36,-33.64,-4.02,13.08,-59.5,-66.57
