,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.7,5.52,3.22,26.12,12.85,2.4,0.00,-0.37,-0.03,-0.03,-0.02,-0.03,0.0
Expenses,0.68,4.54,3.51,20.64,18.72,8.62,0.94,0.90,0.54,0.45,0.48,0.50,0.56
Operating Profit,1.02,0.98,-0.29,5.48,-5.87,-6.22,-0.94,-1.27,-0.57,-0.48,-0.50,-0.53,-0.56
OPM %,60.0,17.75,-9.01,20.98,-45.68,-259.17,,,,,,,
Other Income,1.35,0.07,30.79,6.5,0.0,0.47,0.59,1.14,0.26,0.55,0.00,0.00,0.0
Interest,0.0,0.0,0.0,0.01,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Depreciation,0.11,0.1,0.07,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Profit before tax,2.26,0.95,30.43,11.93,-5.94,-5.79,-0.35,-0.13,-0.31,0.07,-0.50,-0.53,-0.56
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,2.26,0.95,30.43,11.93,-5.94,-5.79,-0.35,-0.13,-0.31,0.07,-0.50,-0.53,-0.56
EPS in Rs,0.27,0.11,3.68,1.44,-0.72,-0.7,-0.04,-0.02,-0.75,0.17,-1.21,-1.28,-1.34
