,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.24,0.25,2.1,5.12,1.77,0.00,-0.01,0.00,0.00,0.19,0.18,0.18
Expenses,0.0,0.24,0.25,2.06,4.84,1.74,0.25,0.18,0.17,0.20,0.18,0.15,0.16
Operating Profit,0.0,0.00,0.0,0.04,0.28,0.03,-0.25,-0.19,-0.17,-0.20,0.01,0.03,0.02
OPM %,,0.00,0.0,1.9,5.47,1.69,,,,,5.26,16.67,11.11
Other Income,0.0,0.00,-0.12,0.01,0.0,0.0,0.00,0.00,0.18,0.17,0.0,0.0,0.00
Interest,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.01,0.02
Depreciation,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.00
Profit before tax,0.0,0.00,-0.12,0.05,0.28,0.03,-0.25,-0.19,0.01,-0.03,0.01,0.02,-0.00
Tax %,,,0.0,0.0,0.0,-33.33,0.00,0.00,-1700.00,33.33,400.0,200.0,
Net Profit,0.0,0.00,-0.12,0.05,0.28,0.04,-0.25,-0.19,0.18,-0.02,-0.03,-0.02,-0.13
EPS in Rs,0.0,0.00,-0.35,0.17,0.97,0.14,-0.86,-0.66,12.42,-1.38,-2.07,-1.38,-8.97
