,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.00,0.07,0.43,0.23,3.29,4.48,7.05,21.24,35.58,55.95,64.17,67.80
Expenses,0.01,0.02,0.04,0.43,0.32,3.27,4.44,6.97,19.61,32.17,51.07,59.49,62.97
Operating Profit,-0.01,-0.02,0.03,0.0,-0.09,0.02,0.04,0.08,1.63,3.41,4.88,4.68,4.83
OPM %,,,42.86,0.0,-39.13,0.61,0.89,1.13,7.67,9.58,8.72,7.29,7.12
Other Income,0.01,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.09,0.02,0.01,0.01,0.02
Interest,0.0,0.00,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.04,0.08
Depreciation,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.44,0.44,0.42,0.39
Profit before tax,0.0,0.01,0.03,0.01,-0.09,0.02,0.03,0.09,1.48,2.99,4.44,4.23,4.38
Tax %,,0.00,0.0,0.0,22.22,0.0,66.67,22.22,26.35,26.09,25.0,25.3,
Net Profit,0.0,0.01,0.02,0.0,-0.07,0.02,0.02,0.07,1.09,2.22,3.33,3.17,3.25
EPS in Rs,0.0,0.50,0.06,0.0,-0.22,0.06,0.06,0.22,3.41,6.94,10.41,9.91,10.15
