,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1917,2152.0,2332.0,2442.0,2640.0,2572.0,2719.0,2918.0,2662.0,2421.0,3149.0,3802.0,3894
Expenses,1742,1964.0,2141.0,2181.0,2380.0,2244.0,2420.0,2576.0,2291.0,2078.0,2714.0,3276.0,3292
Operating Profit,175,188.0,192.0,261.0,260.0,329.0,300.0,342.0,370.0,343.0,434.0,526.0,602
OPM %,9,9.0,8.0,11.0,10.0,13.0,11.0,12.0,14.0,14.0,14.0,14.0,15
Other Income,112,138.0,57.0,68.0,110.0,65.0,240.0,43.0,41.0,21.0,23.0,26.0,36
Interest,4,9.0,2.0,2.0,2.0,3.0,4.0,4.0,9.0,10.0,14.0,14.0,14
Depreciation,37,39.0,44.0,53.0,54.0,54.0,58.0,65.0,79.0,76.0,76.0,82.0,84
Profit before tax,246,279.0,203.0,275.0,314.0,337.0,478.0,316.0,323.0,278.0,367.0,456.0,539
Tax %,18,22.0,26.0,32.0,32.0,27.0,16.0,33.0,27.0,25.0,21.0,26.0,
Net Profit,202,219.0,150.0,186.0,214.0,247.0,401.0,211.0,237.0,208.0,290.0,335.0,397
EPS in Rs,,46.89,32.19,39.93,45.91,52.94,85.85,46.33,52.13,45.59,63.68,73.58,87.15
