,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2770.0,2651.0,2736.0,3156.0,3255.0,3303.0,3855.0,4558.0,3723.0,3644.0,4902.0,5663.0,5684
Expenses,2465.0,2401.0,2447.0,2781.0,3012.0,2712.0,3173.0,3756.0,3130.0,2980.0,4101.0,4809.0,4803
Operating Profit,305.0,250.0,289.0,375.0,243.0,590.0,681.0,802.0,594.0,664.0,801.0,853.0,880
OPM %,11.0,9.0,11.0,12.0,7.0,18.0,18.0,18.0,16.0,18.0,16.0,15.0,15
Other Income,30.0,71.0,49.0,17.0,85.0,12.0,22.0,26.0,27.0,27.0,39.0,45.0,35
Interest,98.0,90.0,68.0,94.0,73.0,39.0,37.0,46.0,58.0,26.0,29.0,40.0,40
Depreciation,84.0,94.0,102.0,116.0,116.0,104.0,112.0,129.0,170.0,180.0,191.0,198.0,206
Profit before tax,153.0,138.0,169.0,182.0,139.0,459.0,554.0,652.0,393.0,486.0,621.0,661.0,670
Tax %,34.0,32.0,28.0,28.0,10.0,26.0,30.0,30.0,17.0,25.0,26.0,24.0,
Net Profit,101.0,93.0,121.0,132.0,125.0,338.0,388.0,459.0,327.0,363.0,462.0,500.0,507
EPS in Rs,4.74,4.42,5.75,6.25,6.0,16.06,18.4,21.77,15.46,17.09,21.74,23.54,23.93
