,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1513.0,1521.0,1470.0,1640.0,1524.0,1456.0,2018.0,2186.0,1758.0,1892.0,2698.0,3488.0,3349
Expenses,1393.0,1402.0,1323.0,1471.0,1346.0,1311.0,1782.0,1949.0,1588.0,1638.0,2300.0,3043.0,2956
Operating Profit,120.0,118.0,147.0,169.0,178.0,145.0,237.0,237.0,170.0,254.0,398.0,446.0,393
OPM %,8.0,8.0,10.0,10.0,12.0,10.0,12.0,11.0,10.0,13.0,15.0,13.0,12
Other Income,5.0,8.0,5.0,5.0,9.0,8.0,17.0,11.0,11.0,11.0,5.0,1201.0,8
Interest,53.0,82.0,73.0,71.0,65.0,35.0,35.0,39.0,41.0,29.0,42.0,81.0,96
Depreciation,42.0,56.0,61.0,51.0,36.0,33.0,34.0,38.0,46.0,70.0,76.0,81.0,92
Profit before tax,30.0,-12.0,18.0,52.0,86.0,85.0,184.0,172.0,94.0,166.0,285.0,1485.0,213
Tax %,36.0,0.0,-18.0,53.0,35.0,23.0,30.0,36.0,2.0,15.0,24.0,25.0,
Net Profit,19.0,-12.0,22.0,24.0,56.0,65.0,129.0,110.0,92.0,141.0,217.0,1115.0,164
EPS in Rs,1.19,-0.77,1.34,1.35,3.12,3.62,7.14,6.12,5.11,7.8,12.04,61.89,9.09
