,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,913.0,1107.0,1324.0,1515.0,1593.0,1683.0,1672.0,1814.0,1711.0,1909.0,2196.0,2486.0,2649
Expenses,827.0,1028.0,1170.0,1350.0,1370.0,1428.0,1415.0,1532.0,1460.0,1594.0,1948.0,2170.0,2221
Operating Profit,86.0,79.0,154.0,164.0,223.0,255.0,257.0,282.0,251.0,315.0,248.0,316.0,428
OPM %,9.0,7.0,12.0,11.0,14.0,15.0,15.0,16.0,15.0,16.0,11.0,13.0,16
Other Income,21.0,13.0,8.0,6.0,13.0,10.0,62.0,27.0,16.0,-5.0,19.0,47.0,51
Interest,24.0,68.0,55.0,14.0,62.0,56.0,48.0,35.0,33.0,19.0,12.0,13.0,9
Depreciation,25.0,22.0,24.0,33.0,31.0,30.0,31.0,31.0,53.0,56.0,58.0,50.0,48
Profit before tax,58.0,1.0,82.0,125.0,143.0,179.0,241.0,243.0,182.0,235.0,197.0,299.0,423
Tax %,34.0,-1199.0,1.0,3.0,48.0,-14.0,26.0,19.0,10.0,19.0,19.0,20.0,
Net Profit,38.0,16.0,81.0,121.0,74.0,204.0,179.0,198.0,163.0,191.0,159.0,240.0,327
EPS in Rs,1.38,0.61,2.25,3.35,2.16,5.73,5.12,5.59,4.64,5.43,4.41,6.53,8.91
