,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,61.0,91.0,114.0,120.0,119.0,141.0,176.0,171.0,165.0,147.0,174.0,246.0,237
Expenses,56.0,83.0,102.0,104.0,104.0,125.0,158.0,152.0,154.0,131.0,163.0,230.0,205
Operating Profit,5.0,8.0,11.0,17.0,15.0,15.0,17.0,20.0,11.0,15.0,11.0,16.0,33
OPM %,8.0,9.0,10.0,14.0,13.0,11.0,10.0,12.0,7.0,11.0,7.0,7.0,14
Other Income,1.0,2.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,4.0,5.0,1.0,4
Interest,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1
Depreciation,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5
Profit before tax,1.0,5.0,8.0,12.0,13.0,14.0,13.0,18.0,6.0,13.0,10.0,11.0,30
Tax %,29.0,33.0,31.0,39.0,36.0,34.0,38.0,23.0,23.0,27.0,29.0,23.0,
Net Profit,1.0,4.0,6.0,8.0,8.0,9.0,8.0,14.0,5.0,9.0,7.0,8.0,22
EPS in Rs,0.49,3.04,4.65,6.25,6.63,7.35,6.83,11.31,4.15,8.69,6.89,8.55,21.94
