,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.91,6.47,6.11,2.92,2.55,19.14,44.69,162.02,121.36,78.77,148.05,173.51,50.48
Expenses,9.24,6.9,6.53,3.32,3.01,18.85,43.09,159.47,122.28,79.97,142.79,174.47,60.76
Operating Profit,-0.33,-0.43,-0.42,-0.4,-0.46,0.29,1.6,2.55,-0.92,-1.2,5.26,-0.96,-10.28
OPM %,-3.7,-6.65,-6.87,-13.7,-18.04,1.52,3.58,1.57,-0.76,-1.52,3.55,-0.55,-20.36
Other Income,0.61,0.66,0.55,0.6,0.7,0.72,1.39,0.79,1.18,1.41,5.59,3.57,5.83
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.33
Depreciation,0.03,0.03,0.03,0.05,0.05,0.05,0.04,0.01,0.01,0.0,0.01,0.01,0.00
Profit before tax,0.25,0.2,0.1,0.15,0.19,0.96,2.95,3.33,0.25,0.21,10.84,1.73,-5.78
Tax %,28.0,35.0,90.0,33.33,31.58,9.38,23.39,29.13,28.0,23.81,19.0,28.32,
Net Profit,0.18,0.13,0.01,0.1,0.13,0.87,2.26,2.36,0.18,0.15,8.78,1.24,-4.40
EPS in Rs,0.07,0.05,0.0,0.04,0.05,0.35,0.65,0.67,0.05,0.04,2.51,0.35,-1.26
