,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,96.0,157.0,130.0,92.0,67.0,80.0,95.0,101.0,103.0,48.0,84.0,105.0,122
Expenses,87.0,147.0,122.0,86.0,64.0,75.0,88.0,94.0,96.0,65.0,79.0,91.0,106
Operating Profit,8.0,10.0,8.0,6.0,3.0,6.0,7.0,7.0,7.0,-17.0,6.0,14.0,16
OPM %,9.0,7.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,-36.0,7.0,14.0,13
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1
Interest,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5
Depreciation,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2
Profit before tax,3.0,5.0,4.0,2.0,-1.0,-0.0,1.0,1.0,2.0,-24.0,-2.0,7.0,9
Tax %,43.0,32.0,28.0,42.0,-16.0,-95.0,70.0,-5.0,9.0,17.0,170.0,17.0,
Net Profit,2.0,3.0,3.0,1.0,-2.0,-0.0,0.0,2.0,2.0,-20.0,2.0,6.0,8
EPS in Rs,0.94,1.83,1.75,0.53,-0.91,-0.25,0.16,0.89,0.89,-11.25,1.01,2.79,3.71
