,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,161.0,160.0,142.0,148.0,159.0,175.0,189.0,204.0,205.0,81.0,139.0,264.0,281
Expenses,134.0,143.0,121.0,127.0,138.0,155.0,158.0,169.0,174.0,92.0,115.0,182.0,201
Operating Profit,26.0,18.0,21.0,21.0,21.0,20.0,32.0,35.0,31.0,-11.0,24.0,82.0,79
OPM %,16.0,11.0,15.0,14.0,13.0,11.0,17.0,17.0,15.0,-14.0,17.0,31.0,28
Other Income,2.0,7.0,-32.0,4.0,5.0,13.0,9.0,15.0,15.0,1.0,42.0,16.0,16
Interest,16.0,17.0,19.0,16.0,15.0,16.0,16.0,14.0,16.0,16.0,17.0,16.0,18
Depreciation,14.0,16.0,14.0,15.0,14.0,16.0,16.0,14.0,19.0,19.0,19.0,18.0,19
Profit before tax,-2.0,-9.0,-44.0,-6.0,-3.0,0.0,9.0,21.0,11.0,-46.0,30.0,64.0,58
Tax %,-103.0,1.0,9.0,-17.0,-30.0,3892.0,74.0,38.0,53.0,13.0,10.0,26.0,
Net Profit,-5.0,-9.0,-40.0,-7.0,-4.0,-5.0,2.0,13.0,5.0,-40.0,27.0,49.0,47
EPS in Rs,-0.97,-2.85,-13.77,-1.42,-0.48,-1.67,1.23,4.36,1.79,-11.84,10.71,17.15,15.91
