,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,484,398.0,421.0,486.0,511.0,589.0,484.0,546.0,458.0,404.0,342.0,390.0,468
Expenses,452,368.0,386.0,437.0,524.0,561.0,487.0,527.0,441.0,392.0,345.0,377.0,439
Operating Profit,31,30.0,36.0,49.0,-13.0,28.0,-2.0,20.0,18.0,11.0,-3.0,13.0,29
OPM %,6,7.0,8.0,10.0,-2.0,5.0,-0.0,4.0,4.0,3.0,-1.0,3.0,6
Other Income,2,4.0,7.0,-14.0,-87.0,1.0,42.0,7.0,10.0,5.0,5.0,5.0,-9
Interest,18,20.0,26.0,23.0,21.0,25.0,19.0,18.0,14.0,11.0,8.0,11.0,11
Depreciation,10,11.0,11.0,12.0,13.0,15.0,7.0,5.0,8.0,7.0,5.0,6.0,6
Profit before tax,6,3.0,5.0,1.0,-133.0,-10.0,14.0,4.0,6.0,-1.0,-12.0,2.0,3
Tax %,35,55.0,13.0,-208.0,-3.0,-36.0,15.0,83.0,56.0,-204.0,-15.0,262.0,
Net Profit,4,1.0,4.0,3.0,-137.0,-14.0,12.0,1.0,2.0,-3.0,-13.0,-3.0,-2
EPS in Rs,,0.49,1.13,-0.32,-48.73,-8.18,3.31,0.2,0.61,-0.72,-3.37,-0.64,-0.59
