,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,25.36,25.2,15.62,14.22,24.7,17.43,22.04,10.48,26.48,0.00,7.65,0.00,0.00
Expenses,29.86,27.47,31.54,13.18,28.19,16.41,25.71,15.31,28.98,4.72,11.67,4.31,4.68
Operating Profit,-4.5,-2.27,-15.92,1.04,-3.49,1.02,-3.67,-4.83,-2.5,-4.72,-4.02,-4.31,-4.68
OPM %,-17.74,-9.01,-101.92,7.31,-14.13,5.85,-16.65,-46.09,-9.44,,-52.55,,
Other Income,0.14,1.2,9.08,0.25,0.22,0.12,0.59,0.14,0.32,0.10,0.49,0.10,0.16
Interest,1.17,1.3,1.22,1.16,1.23,1.54,1.68,1.58,1.74,1.67,2.06,1.72,2.09
Depreciation,0.06,0.06,0.06,0.06,0.06,0.04,0.05,0.04,0.04,0.04,0.09,0.03,0.03
Profit before tax,-5.59,-2.43,-8.12,0.07,-4.56,-0.44,-4.81,-6.31,-3.96,-6.33,-5.68,-5.96,-6.64
Tax %,30.77,21.81,19.46,-2642.86,-105.26,25.0,11.02,20.76,22.22,26.07,31.69,23.15,26.05
Net Profit,-3.87,-1.89,-6.53,1.93,-9.36,-0.33,-4.28,-5.0,-3.08,-4.68,-3.88,-4.59,-4.92
EPS in Rs,-0.9,-0.44,-1.51,0.45,-2.17,-0.08,-0.99,-1.16,-0.71,-1.08,-0.9,-1.06,-1.14
