,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,22.79,20.65,34.2,18.48,2.67,0.06,0.88,5.94,2.09,1.87,2.49,0.6,0.0
Expenses,23.23,21.0,33.34,19.13,3.01,1.47,2.08,5.82,2.02,1.85,2.15,1.08,0.27
Operating Profit,-0.44,-0.35,0.86,-0.65,-0.34,-1.41,-1.2,0.12,0.07,0.02,0.34,-0.48,-0.27
OPM %,-1.93,-1.69,2.51,-3.52,-12.73,-2350.0,-136.36,2.02,3.35,1.07,13.65,-80.0,
Other Income,0.31,0.13,0.12,-1.89,-0.19,1.15,0.88,1.24,0.1,0.0,1.31,0.24,0.24
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.11,0.09,0.15,0.04,0.04,0.05,0.13,0.16,0.16,0.2,0.21,0.06,0.05
Profit before tax,-0.24,-0.31,0.83,-2.58,-0.57,-0.31,-1.29,1.2,0.01,-0.18,1.44,-0.3,-0.08
Tax %,800.0,0.0,0.0,0.0,-336.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,1.68,-0.3,0.83,-2.58,-2.5,-0.31,-1.29,1.2,0.01,-0.18,1.44,-0.3,-0.07
EPS in Rs,3.78,-0.68,1.87,-5.81,-5.63,-0.7,-2.9,2.7,0.02,-0.41,3.24,-0.68,-0.16
