,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,167.0,209.0,292.0,297.0,264.0,428.0,435.0,544.0,383.0,930.0,1179.0,968.0,763
Expenses,136.0,179.0,249.0,249.0,244.0,368.0,356.0,454.0,371.0,788.0,1068.0,901.0,707
Operating Profit,31.0,30.0,43.0,47.0,20.0,60.0,78.0,89.0,12.0,142.0,110.0,67.0,56
OPM %,18.0,14.0,15.0,16.0,8.0,14.0,18.0,16.0,3.0,15.0,9.0,7.0,7
Other Income,1.0,7.0,10.0,11.0,9.0,2.0,3.0,4.0,4.0,4.0,6.0,3.0,3
Interest,9.0,12.0,13.0,13.0,14.0,17.0,14.0,18.0,21.0,16.0,16.0,19.0,14
Depreciation,4.0,5.0,7.0,10.0,12.0,13.0,14.0,15.0,17.0,18.0,19.0,18.0,18
Profit before tax,18.0,20.0,34.0,36.0,3.0,33.0,54.0,60.0,-22.0,111.0,82.0,32.0,26
Tax %,24.0,14.0,27.0,26.0,58.0,35.0,35.0,25.0,35.0,32.0,21.0,25.0,
Net Profit,14.0,17.0,25.0,26.0,1.0,22.0,35.0,45.0,-14.0,76.0,65.0,24.0,20
EPS in Rs,9.85,11.03,16.39,15.7,0.64,11.78,18.96,24.53,-7.66,41.13,35.27,13.13,11.07
