,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,217.0,259.0,322.0,390.0,411.0,454.0,519.0,610.0,687.0,785.0,922.0,1115.0,1250
Expenses,169.0,206.0,246.0,304.0,323.0,361.0,397.0,479.0,520.0,569.0,707.0,847.0,924
Operating Profit,48.0,53.0,76.0,86.0,88.0,93.0,122.0,131.0,166.0,216.0,215.0,267.0,326
OPM %,22.0,20.0,24.0,22.0,21.0,21.0,23.0,22.0,24.0,28.0,23.0,24.0,26
Other Income,0.0,0.0,11.0,28.0,8.0,14.0,16.0,20.0,21.0,22.0,40.0,38.0,53
Interest,8.0,7.0,9.0,10.0,10.0,8.0,12.0,14.0,20.0,11.0,6.0,11.0,12
Depreciation,12.0,13.0,14.0,19.0,21.0,24.0,29.0,37.0,41.0,48.0,54.0,57.0,60
Profit before tax,29.0,33.0,63.0,85.0,65.0,75.0,97.0,100.0,126.0,180.0,195.0,237.0,306
Tax %,33.0,30.0,30.0,27.0,27.0,27.0,27.0,35.0,24.0,25.0,25.0,25.0,
Net Profit,19.0,24.0,45.0,62.0,48.0,55.0,71.0,65.0,96.0,136.0,147.0,179.0,234
EPS in Rs,2.21,2.75,5.11,7.07,5.47,6.25,8.0,7.41,10.86,14.17,15.28,18.69,24.36
