,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,17,17,16,15,14,14,13,13,13,13,12,12,12
Reserves,181,186,350,338,413,473,457,464,481,521,512,467,471
Borrowings,45,56,109,116,117,39,10,17,14,65,18,26,29
Other Liabilities,53,99,37,20,22,13,7,10,10,16,28,14,19
Total Liabilities,295,357,511,490,565,539,487,504,517,614,570,519,532
Fixed Assets,82,84,55,50,55,45,43,40,39,115,114,108,106
CWIP,0,1,2,6,0,0,0,0,0,0,1,5,6
Investments,12,57,184,180,286,269,203,211,219,113,116,60,61
Other Assets,201,215,271,254,224,225,240,253,259,385,339,345,359
Total Assets,295,357,511,490,565,539,487,504,517,614,570,519,532
