,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,274.0,271.0,267.0,268.0,192.0,203.0,295.0,441.0,310.0,295.0,439.0,465.0,364
Expenses,263.0,265.0,256.0,260.0,191.0,199.0,283.0,429.0,314.0,286.0,428.0,453.0,354
Operating Profit,11.0,6.0,10.0,8.0,1.0,4.0,12.0,11.0,-5.0,9.0,10.0,12.0,10
OPM %,4.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,-2.0,3.0,2.0,3.0,3
Other Income,-0.0,2.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Interest,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8
Depreciation,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2
Profit before tax,4.0,0.0,3.0,3.0,1.0,4.0,5.0,6.0,-12.0,1.0,2.0,3.0,2
Tax %,33.0,-15.0,23.0,32.0,26.0,30.0,35.0,26.0,1.0,19.0,35.0,13.0,
Net Profit,2.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0,-12.0,1.0,1.0,3.0,1
EPS in Rs,5.33,0.34,4.93,4.46,1.46,6.92,4.42,5.36,-14.71,1.44,1.27,3.77,1.46
