,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.19,0.02,0.0,0.0,0.0,0.00,0.00,-0.02,-0.01,0.24,0.00,0.00,0.0
Expenses,0.22,0.05,0.04,0.09,0.48,0.05,0.09,0.14,0.06,0.31,0.34,0.74,0.14
Operating Profit,-0.03,-0.03,-0.04,-0.09,-0.48,-0.05,-0.09,-0.16,-0.07,-0.07,-0.34,-0.74,-0.14
OPM %,-15.79,-150.00,,18.18,-48.0,,,-77.78,,-29.17,,,
Other Income,0.03,0.03,0.04,0.11,0.0,-0.02,0.00,0.09,0.00,0.0,0.00,0.00,0.0
Interest,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.0,0.02,0.03,0.09,0.29,0.46
Depreciation,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.0,0.00,0.0,0.00,0.00,0.0
Profit before tax,0.00,0.00,0.0,0.02,-0.48,-0.07,-0.09,-0.07,-0.09,-0.1,-0.43,-1.03,-0.6000000000000001
Tax %,,,,0.0,0.0,0.00,0.00,0.0,0.00,0.0,0.00,0.00,
Net Profit,0.00,0.00,0.0,0.02,-0.48,-0.07,-0.09,-0.07,-0.09,-0.1,-0.43,-1.03,-0.6000000000000001
EPS in Rs,0.00,0.00,0.0,0.04,-0.89,-0.13,-0.17,-0.13,-0.17,-0.19,-0.80,-1.92,-1.12
