,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,36.0,34.0,46.0,63.0,60.0,71.0,88.0,85.0,85.0,85.0,96.0,123.0,127
Expenses,34.0,31.0,43.0,54.0,52.0,68.0,77.0,75.0,76.0,76.0,88.0,114.0,118
Operating Profit,1.0,3.0,2.0,9.0,9.0,4.0,10.0,10.0,9.0,9.0,8.0,9.0,9
OPM %,4.0,8.0,5.0,14.0,14.0,5.0,12.0,12.0,11.0,10.0,9.0,7.0,7
Other Income,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10
Interest,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,1.0,2.0,2.0,8.0,9.0,4.0,10.0,10.0,8.0,8.0,8.0,-2.0,-2
Tax %,18.0,36.0,34.0,33.0,34.0,36.0,35.0,29.0,26.0,26.0,26.0,-121.0,
Net Profit,1.0,1.0,1.0,5.0,6.0,2.0,6.0,7.0,6.0,6.0,6.0,-4.0,-4
EPS in Rs,0.28,0.69,0.69,2.63,2.8,1.12,3.04,3.33,3.03,2.97,2.92,-2.0,-2.19
