,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,114.0,153.0,176.0,222.0,248.0,235.0,259.0,278.0,270.0,211.0,323.0,452.0,411
Expenses,87.0,109.0,126.0,156.0,161.0,146.0,150.0,165.0,166.0,143.0,200.0,280.0,255
Operating Profit,27.0,44.0,50.0,66.0,86.0,89.0,109.0,113.0,104.0,69.0,122.0,172.0,156
OPM %,24.0,29.0,28.0,30.0,35.0,38.0,42.0,40.0,39.0,32.0,38.0,38.0,38
Other Income,-0.0,-2.0,1.0,1.0,1.0,11.0,11.0,17.0,17.0,8.0,12.0,22.0,36
Interest,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,7.0,8
Depreciation,5.0,6.0,7.0,10.0,9.0,12.0,14.0,16.0,16.0,12.0,14.0,22.0,23
Profit before tax,18.0,32.0,41.0,56.0,78.0,86.0,105.0,113.0,105.0,64.0,117.0,165.0,162
Tax %,31.0,30.0,27.0,25.0,25.0,28.0,30.0,34.0,19.0,23.0,25.0,25.0,
Net Profit,13.0,23.0,30.0,42.0,59.0,62.0,73.0,74.0,84.0,50.0,87.0,123.0,124
EPS in Rs,1.19,2.16,2.83,3.76,5.29,5.6,6.62,6.67,7.59,4.47,7.87,11.08,11.15
