,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,11,11,11,22,22,22,22,22,22,22
Reserves,45,63,87,174,221,424,481,507,523,644,718,753,806
Borrowings,25,30,14,8,6,0,4,1,5,2,15,13,10
Other Liabilities,22,28,33,36,46,60,69,71,61,74,91,109,133
Total Liabilities,102,132,145,229,284,495,577,601,611,742,846,897,971
Fixed Assets,49,64,73,65,107,108,131,121,122,114,119,217,207
CWIP,2,1,2,6,1,1,0,2,25,81,108,0,5
Investments,0,8,0,90,95,305,361,356,340,461,535,554,602
Other Assets,52,59,69,68,80,82,84,122,124,86,84,126,157
Total Assets,102,132,145,229,284,495,577,601,611,742,846,897,971
