,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,505.0,502.0,496.0,586.0,707.0,774.0,853.0,985.0,1161.0,1224.0,1579.0,2103.0,2271
Expenses,431.0,431.0,451.0,537.0,637.0,718.0,784.0,891.0,1028.0,969.0,1255.0,1857.0,2029
Operating Profit,74.0,70.0,45.0,49.0,70.0,56.0,69.0,94.0,133.0,255.0,324.0,246.0,242
OPM %,15.0,14.0,9.0,8.0,10.0,7.0,8.0,10.0,11.0,21.0,21.0,12.0,11
Other Income,0.0,5.0,-3.0,4.0,4.0,5.0,5.0,8.0,5.0,7.0,11.0,8.0,9
Interest,5.0,6.0,10.0,14.0,17.0,18.0,27.0,26.0,24.0,19.0,11.0,17.0,26
Depreciation,12.0,16.0,28.0,29.0,42.0,27.0,36.0,36.0,38.0,41.0,43.0,56.0,63
Profit before tax,58.0,52.0,3.0,10.0,15.0,16.0,12.0,40.0,77.0,202.0,281.0,180.0,162
Tax %,29.0,35.0,-31.0,31.0,15.0,-1.0,39.0,23.0,22.0,29.0,33.0,32.0,
Net Profit,41.0,34.0,4.0,7.0,13.0,16.0,7.0,31.0,59.0,144.0,187.0,122.0,115
EPS in Rs,17.78,14.87,1.86,2.45,4.35,5.6,2.44,10.61,20.59,50.0,65.01,42.43,39.78
