,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,886.0,970.0,1204.0,1187.0,953.0,1037.0,1144.0,1304.0,1059.0,1124.0,1883.0,2352.0,2180
Expenses,843.0,914.0,1144.0,1106.0,839.0,869.0,877.0,1078.0,987.0,825.0,1476.0,2034.0,1983
Operating Profit,43.0,57.0,61.0,80.0,113.0,168.0,267.0,226.0,72.0,299.0,407.0,318.0,198
OPM %,5.0,6.0,5.0,7.0,12.0,16.0,23.0,17.0,7.0,27.0,22.0,14.0,9
Other Income,3.0,-22.0,-8.0,-14.0,4.0,3.0,4.0,-2.0,6.0,4.0,9.0,22.0,27
Interest,15.0,17.0,30.0,38.0,23.0,18.0,15.0,11.0,16.0,15.0,13.0,24.0,28
Depreciation,15.0,14.0,18.0,16.0,18.0,21.0,26.0,26.0,30.0,34.0,44.0,47.0,49
Profit before tax,17.0,4.0,4.0,11.0,77.0,132.0,231.0,186.0,32.0,254.0,359.0,269.0,147
Tax %,20.0,21.0,20.0,21.0,21.0,23.0,37.0,37.0,34.0,25.0,26.0,25.0,
Net Profit,13.0,3.0,3.0,9.0,60.0,102.0,147.0,116.0,21.0,190.0,267.0,200.0,109
EPS in Rs,4.32,1.0,1.02,2.89,19.6,33.1,47.59,37.82,6.83,61.54,86.61,65.05,35.52
