,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,152.0,183.0,215.0,244.0,269.0,289.0,313.0,311.0,292.0,241.0,451.0,413.0,423
Expenses,136.0,150.0,176.0,210.0,224.0,233.0,257.0,264.0,271.0,215.0,379.0,391.0,415
Operating Profit,16.0,33.0,39.0,34.0,45.0,56.0,56.0,47.0,21.0,25.0,72.0,22.0,8
OPM %,10.0,18.0,18.0,14.0,17.0,19.0,18.0,15.0,7.0,10.0,16.0,5.0,2
Other Income,4.0,0.0,5.0,7.0,7.0,1.0,1.0,1.0,2.0,2.0,-0.0,-7.0,-5
Interest,12.0,14.0,15.0,23.0,28.0,22.0,22.0,21.0,24.0,25.0,34.0,30.0,32
Depreciation,7.0,8.0,8.0,10.0,13.0,14.0,14.0,16.0,16.0,15.0,16.0,16.0,16
Profit before tax,0.0,12.0,21.0,8.0,11.0,21.0,21.0,12.0,-17.0,-13.0,22.0,-31.0,-44
Tax %,-408.0,47.0,31.0,-18.0,44.0,40.0,26.0,44.0,29.0,41.0,46.0,31.0,
Net Profit,1.0,6.0,15.0,9.0,6.0,13.0,16.0,7.0,-12.0,-8.0,12.0,-21.0,-30
EPS in Rs,0.11,1.17,2.79,1.8,1.13,2.42,2.97,1.26,-2.29,-1.5,2.24,-4.03,-5.58
