,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,220.0,273.0,313.0,318.0,326.0,329.0,334.0,357.0,357.0,261.0,296.0,341.0,350
Expenses,200.0,253.0,291.0,295.0,302.0,301.0,309.0,334.0,329.0,231.0,269.0,303.0,312
Operating Profit,20.0,20.0,23.0,23.0,24.0,27.0,25.0,23.0,28.0,30.0,27.0,38.0,38
OPM %,9.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,11.0,9.0,11.0,11
Other Income,-1.0,2.0,1.0,3.0,4.0,4.0,7.0,4.0,4.0,4.0,5.0,6.0,6
Interest,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
Depreciation,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,6
Profit before tax,14.0,18.0,19.0,22.0,25.0,28.0,28.0,24.0,29.0,31.0,29.0,37.0,38
Tax %,32.0,27.0,30.0,26.0,27.0,28.0,33.0,30.0,26.0,24.0,26.0,26.0,
Net Profit,10.0,13.0,13.0,16.0,18.0,20.0,19.0,17.0,21.0,24.0,21.0,27.0,27
EPS in Rs,9.27,12.05,12.7,15.37,17.29,19.1,18.01,15.59,20.03,22.3,20.03,25.77,25.78
