,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1287.0,1098.0,975.0,1004.0,1027.0,1042.0,1179.0,992.0,467.0,161.0,222.0,301.0,317
Expenses,1206.0,1027.0,935.0,960.0,974.0,1009.0,1137.0,951.0,446.0,203.0,239.0,285.0,296
Operating Profit,81.0,71.0,40.0,45.0,53.0,33.0,42.0,40.0,21.0,-42.0,-17.0,16.0,21
OPM %,6.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,-26.0,-8.0,5.0,7
Other Income,24.0,9.0,7.0,14.0,5.0,10.0,11.0,13.0,61.0,70.0,84.0,13.0,18
Interest,32.0,26.0,24.0,20.0,14.0,23.0,31.0,28.0,25.0,27.0,28.0,24.0,21
Depreciation,30.0,31.0,32.0,31.0,28.0,23.0,22.0,20.0,10.0,13.0,15.0,23.0,23
Profit before tax,44.0,23.0,-8.0,8.0,15.0,-4.0,1.0,5.0,47.0,-12.0,23.0,-18.0,-5
Tax %,36.0,32.0,24.0,-10.0,48.0,42.0,-1244.0,91.0,6.0,12.0,-3.0,-32.0,
Net Profit,28.0,16.0,-6.0,8.0,8.0,-2.0,8.0,0.0,44.0,-10.0,23.0,-24.0,-0
EPS in Rs,13.15,7.25,-2.93,3.86,3.7,-1.02,3.58,0.2,20.38,-4.72,10.97,-11.38,-0.14
