,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,65.0,50.0,51.0,54.0,58.0,67.0,74.0,114.0,103.0,186.0,301.0,254.0,211
Expenses,68.0,54.0,54.0,55.0,60.0,68.0,74.0,114.0,104.0,193.0,296.0,254.0,211
Operating Profit,-2.0,-4.0,-3.0,-0.0,-1.0,-0.0,-0.0,1.0,-1.0,-7.0,5.0,1.0,-1
OPM %,-4.0,-8.0,-6.0,-1.0,-3.0,-0.0,-0.0,1.0,-1.0,-4.0,2.0,0.0,-0
Other Income,3.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,10.0,1.0,6.0,6
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,6.0,6.0,5
Tax %,2.0,-5.0,26.0,6.0,-11.0,10.0,-8.0,8.0,-24.0,10.0,30.0,27.0,
Net Profit,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,4.0,5.0,4
EPS in Rs,0.78,1.15,1.3,1.53,1.55,1.03,0.65,2.72,0.43,4.55,6.87,7.68,5.89
