,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,74.0,86.0,88.0,88.0,103.0,95.0,106.0,101.0,92.0,107.0,122.0,114.0,107
Expenses,64.0,75.0,87.0,86.0,102.0,101.0,112.0,110.0,104.0,101.0,120.0,121.0,119
Operating Profit,11.0,11.0,1.0,2.0,1.0,-7.0,-6.0,-10.0,-12.0,6.0,2.0,-7.0,-12
OPM %,14.0,13.0,1.0,2.0,1.0,-7.0,-5.0,-10.0,-13.0,5.0,2.0,-6.0,-11
Other Income,7.0,2.0,4.0,8.0,9.0,6.0,5.0,7.0,1.0,-0.0,1.0,11.0,13
Interest,4.0,3.0,4.0,4.0,6.0,8.0,8.0,7.0,7.0,10.0,11.0,8.0,7
Depreciation,2.0,2.0,3.0,4.0,4.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8
Profit before tax,11.0,8.0,-3.0,2.0,0.0,-17.0,-16.0,-17.0,-26.0,-12.0,-16.0,-12.0,-13
Tax %,12.0,15.0,-103.0,6.0,283.0,15.0,12.0,7.0,5.0,17.0,7.0,13.0,
Net Profit,10.0,6.0,-6.0,2.0,-1.0,-14.0,-14.0,-16.0,-24.0,-10.0,-15.0,-11.0,-12
EPS in Rs,9.23,7.72,-7.52,2.46,-0.73,-17.31,-17.35,-19.43,-29.25,-11.52,-17.89,-13.04,-13.92
