,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.0
Expenses,0.15,0.16,0.23,0.24,0.20,0.16,0.13,0.15,0.21,0.29,0.30,0.27,0.34
Operating Profit,-0.15,-0.16,-0.23,-0.24,-0.20,-0.16,-0.13,-0.15,-0.1,-0.29,-0.30,-0.27,-0.34
OPM %,,,,,,,,,-90.91,,,,
Other Income,0.10,0.10,0.00,0.06,0.03,0.02,0.01,0.04,0.0,0.09,0.00,0.00,0.0
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.01,0.03,0.05,0.0
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0
Profit before tax,-0.05,-0.06,-0.23,-0.18,-0.17,-0.14,-0.12,-0.11,-0.1,-0.21,-0.33,-0.32,-0.34
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,
Net Profit,-0.05,-0.06,-0.23,-0.18,-0.17,-0.14,-0.12,-0.11,-0.1,-0.21,-0.33,-0.32,-0.34
EPS in Rs,-0.07,-0.08,-0.31,-0.24,-0.23,-0.19,-0.16,-0.15,-0.13,-0.28,-0.44,-0.43,-0.45
