,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1517.0,1702.0,1737.0,1895.0,1926.0,2024.0,2124.0,2362.0,2257.0,2092.0,2730.0,3131.0,3142
Expenses,1355.0,1563.0,1580.0,1736.0,1691.0,1789.0,1882.0,2146.0,1973.0,1836.0,2506.0,2819.0,2832
Operating Profit,161.0,140.0,157.0,159.0,235.0,235.0,242.0,216.0,284.0,256.0,224.0,312.0,310
OPM %,11.0,8.0,9.0,8.0,12.0,12.0,11.0,9.0,13.0,12.0,8.0,10.0,10
Other Income,1.0,0.0,3.0,2.0,8.0,8.0,10.0,20.0,21.0,18.0,18.0,19.0,25
Interest,41.0,45.0,43.0,32.0,21.0,14.0,16.0,18.0,29.0,26.0,31.0,40.0,37
Depreciation,43.0,48.0,52.0,57.0,55.0,51.0,50.0,52.0,94.0,97.0,101.0,113.0,115
Profit before tax,78.0,48.0,66.0,71.0,168.0,178.0,187.0,166.0,182.0,150.0,109.0,177.0,182
Tax %,21.0,20.0,28.0,28.0,31.0,30.0,34.0,29.0,22.0,25.0,24.0,24.0,
Net Profit,62.0,38.0,48.0,51.0,116.0,124.0,124.0,118.0,142.0,113.0,83.0,134.0,139
EPS in Rs,40.95,24.89,31.53,33.83,76.43,82.11,82.74,78.63,95.21,75.68,55.86,89.76,93.03
